bradi2g32640.1	bradi1g04660.1	0.9916149
bradi2g32640.1	bradi1g06870.1	0.9847839
bradi2g33230.1	bradi4g02710.1	0.982452
bradi2g33260.1	bradi2g48990.1	0.9830229
bradi2g33260.1	bradi4g31110.1	0.9852489
bradi2g33260.1	bradi1g12787.1	0.9807069
bradi2g33260.1	bradi1g15430.1	0.9802542
bradi2g33260.1	bradi1g67120.1	0.9833115
bradi2g33260.1	bradi5g20300.1	0.990535
bradi2g33260.1	bradi3g23066.1	0.980714
bradi2g33260.1	bradi3g41500.1	0.9812692
bradi2g33260.1	bradi3g57470.1	0.9833391
bradi2g33270.1	bradi1g33040.1	0.9846822
bradi2g33270.1	bradi1g33950.1	0.9914309
bradi2g33270.1	bradi1g39010.1	0.9810173
bradi2g33270.1	bradi5g14910.1	0.9858629
bradi2g33270.1	bradi3g21560.2	0.9801304
bradi2g33290.1	bradi2g47640.1	0.9868143
bradi2g33317.1	bradi3g57130.1	0.9811154
bradi2g33500.1	bradi4g23850.1	0.980612
bradi2g33500.1	bradi1g73770.1	0.9818224
bradi2g33500.1	bradi3g19850.4	0.9855772
bradi2g33500.1	bradi3g55210.1	0.9800991
bradi2g33510.1	bradi1g71970.1	0.9813045
bradi2g33580.1	bradi4g41777.2	0.98491
bradi2g33600.1	bradi4g21540.1	0.9831871
bradi2g33600.1	bradi4g25620.1	0.9856845
bradi2g33600.1	bradi4g36730.1	0.981199
bradi2g33600.1	bradi1g05217.1	0.9832573
bradi2g33600.1	bradi1g33610.1	0.9838949
bradi2g33600.1	bradi1g34717.1	0.9926522
bradi2g33600.1	bradi1g62350.1	0.9811317
bradi2g33600.1	bradi5g13480.1	0.9821059
bradi2g33600.1	bradi3g53870.1	0.9868485
bradi2g33682.1	bradi3g50110.1	0.9883622
bradi2g33795.1	bradi2g36057.1	0.9830177
bradi2g33795.1	bradi1g33610.1	0.9845222
bradi2g33795.1	bradi1g41830.3	0.9805918
bradi2g33795.1	bradi3g10690.1	0.9821025
bradi2g33795.1	bradi3g21470.1	0.9810033
bradi2g33795.1	bradi3g50172.1	0.9833127
bradi2g34020.1	bradi4g36730.1	0.981179
bradi2g34020.1	bradi1g00620.1	0.9802693
bradi2g34020.1	bradi1g74530.1	0.984607
bradi2g34020.1	bradi5g18460.3	0.9811804
bradi2g34020.1	bradi5g25827.1	0.981748
bradi2g34020.1	bradi3g05640.1	0.9809825
bradi2g34130.1	bradi2g52370.1	0.9835031
bradi2g34130.1	bradi2g54510.1	0.9843894
bradi2g34130.1	bradi4g33780.1	0.9802347
bradi2g34130.1	bradi4g36830.1	0.9821314
bradi2g34130.1	bradi1g24790.1	0.98251
bradi2g34130.1	bradi5g18717.1	0.9803169
bradi2g34150.1	bradi1g48140.1	0.9904827
bradi2g34240.1	bradi5g26190.1	0.9833103
bradi2g34310.1	bradi2g35540.1	0.983841
bradi2g34310.1	bradi2g44856.1	0.9800088
bradi2g34310.1	bradi2g46690.1	0.9897577
bradi2g34310.1	bradi2g59550.1	0.9916784
bradi2g34310.1	bradi4g01430.1	0.9814628
bradi2g34310.1	bradi4g07620.1	0.9840966
bradi2g34310.1	bradi4g14850.1	0.9832174
bradi2g34310.1	bradi4g30000.1	0.9807213
bradi2g34310.1	bradi4g38440.1	0.9873184
bradi2g34310.1	bradi4g39570.1	0.9800614
bradi2g34310.1	bradi4g41650.1	0.9824253
bradi2g34310.1	bradi1g09537.2	0.9846349
bradi2g34310.1	bradi1g11000.1	0.9807643
bradi2g34310.1	bradi1g31370.1	0.9830014
bradi2g34310.1	bradi1g32310.1	0.980435
bradi2g34310.1	bradi1g36860.1	0.9828608
bradi2g34310.1	bradi1g41820.2	0.9840248
bradi2g34310.1	bradi1g51470.1	0.9841932
bradi2g34310.1	bradi1g52020.1	0.9809452
bradi2g34310.1	bradi1g52550.1	0.9863423
bradi2g34310.1	bradi1g62240.1	0.988139
bradi2g34310.1	bradi1g65880.1	0.9833176
bradi2g34310.1	bradi1g66296.1	0.9821935
bradi2g34310.1	bradi1g66480.1	0.9868672
bradi2g34310.1	bradi1g77350.1	0.9842983
bradi2g34310.1	bradi5g00610.1	0.9890284
bradi2g34310.1	bradi5g03590.1	0.9822324
bradi2g34310.1	bradi5g11360.1	0.9923708
bradi2g34310.1	bradi5g13537.1	0.9821719
bradi2g34310.1	bradi5g16055.1	0.9853856
bradi2g34310.1	bradi5g23790.1	0.9879165
bradi2g34310.1	bradi5g24590.1	0.980152
bradi2g34310.1	bradi3g00660.1	0.9884838
bradi2g34310.1	bradi3g05226.1	0.9803405
bradi2g34310.1	bradi3g16880.1	0.9826529
bradi2g34310.1	bradi3g19310.1	0.9869745
bradi2g34310.1	bradi3g20470.1	0.9833047
bradi2g34310.1	bradi3g22350.3	0.9812747
bradi2g34310.1	bradi3g29760.1	0.9802274
bradi2g34310.1	bradi3g30150.1	0.9833857
bradi2g34310.1	bradi3g34245.2	0.9834833
bradi2g34310.1	bradi3g45010.1	0.9845995
bradi2g34310.1	bradi3g54710.1	0.9854518
bradi2g34310.1	bradi3g59057.1	0.9853925
bradi2g34480.1	bradi3g09300.1	0.9822923
bradi2g34490.1	bradi3g40480.1	0.9808958
bradi2g34580.1	bradi2g42220.1	0.9816386
bradi2g34580.1	bradi2g48367.1	0.9814105
bradi2g34580.1	bradi2g62550.1	0.9922569
bradi2g34580.1	bradi4g01430.1	0.9898059
bradi2g34580.1	bradi4g08630.1	0.9823731
bradi2g34580.1	bradi4g14850.1	0.9888921
bradi2g34580.1	bradi4g30170.1	0.9802544
bradi2g34580.1	bradi4g30897.1	0.9855765
bradi2g34580.1	bradi4g40960.1	0.9844936
bradi2g34580.1	bradi1g07980.1	0.981356
bradi2g34580.1	bradi1g20730.3	0.988759
bradi2g34580.1	bradi1g28416.2	0.9820811
bradi2g34580.1	bradi1g32040.1	0.9806088
bradi2g34580.1	bradi1g36860.1	0.9857175
bradi2g34580.1	bradi1g47950.1	0.9806358
bradi2g34580.1	bradi1g50250.1	0.9868093
bradi2g34580.1	bradi1g52170.2	0.988091
bradi2g34580.1	bradi1g77350.1	0.9830295
bradi2g34580.1	bradi5g10136.1	0.9816496
bradi2g34580.1	bradi5g22240.1	0.9809446
bradi2g34580.1	bradi3g04387.1	0.9826776
bradi2g34580.1	bradi3g22350.3	0.9927621
bradi2g34580.1	bradi3g25370.2	0.9811636
bradi2g34580.1	bradi3g29210.1	0.9849289
bradi2g34580.1	bradi3g30757.2	0.9844109
bradi2g34580.1	bradi3g34260.1	0.9839234
bradi2g34580.1	bradi3g44770.1	0.9889946
bradi2g34580.1	bradi3g53530.1	0.9878557
bradi2g34580.1	bradi3g53970.2	0.9839453
bradi2g34580.1	bradi3g54710.1	0.9803403
bradi2g34580.1	bradi3g56890.1	0.984826
bradi2g34580.1	bradi3g57430.1	0.9809601
bradi2g34580.1	bradi3g58140.1	0.9857192
bradi2g34580.1	bradi3g59120.1	0.981916
bradi2g34710.1	bradi2g45810.2	0.9848412
bradi2g34740.1	bradi2g36000.1	0.9853427
bradi2g34740.1	bradi2g42220.1	0.9808563
bradi2g34740.1	bradi4g03650.1	0.9807947
bradi2g34740.1	bradi4g06470.1	0.9854608
bradi2g34740.1	bradi1g08400.1	0.9822177
bradi2g34740.1	bradi1g11110.1	0.9829131
bradi2g34740.1	bradi1g28330.1	0.9885404
bradi2g34740.1	bradi1g39086.1	0.9849668
bradi2g34740.1	bradi1g70330.1	0.9838717
bradi2g34740.1	bradi1g74850.1	0.9852436
bradi2g34740.1	bradi5g03632.1	0.9824552
bradi2g34740.1	bradi5g18837.1	0.981304
bradi2g34740.1	bradi3g04217.1	0.9807295
bradi2g34740.1	bradi3g47890.5	0.9803774
bradi2g34740.1	bradi3g57430.1	0.9887007
bradi2g34827.1	bradi2g41910.2	0.9851016
bradi2g34827.1	bradi1g01250.1	0.9854903
bradi2g34827.1	bradi5g14560.1	0.9816604
bradi2g34827.1	bradi3g28250.1	0.9921789
bradi2g34900.1	bradi2g56397.1	0.9914618
bradi2g34900.1	bradi2g58690.1	0.9833394
bradi2g34900.1	bradi4g01035.1	0.9868905
bradi2g34900.1	bradi4g19090.3	0.991616
bradi2g34900.1	bradi4g23757.1	0.9912454
bradi2g34900.1	bradi4g30050.3	0.9837324
bradi2g34900.1	bradi4g36370.1	0.9916231
bradi2g34900.1	bradi1g02570.2	0.99086
bradi2g34900.1	bradi1g02730.1	0.9900296
bradi2g34900.1	bradi1g06780.1	0.9829936
bradi2g34900.1	bradi1g14990.1	0.9884076
bradi2g34900.1	bradi1g56137.1	0.9829034
bradi2g34900.1	bradi1g59850.1	0.9917607
bradi2g34900.1	bradi5g13780.1	0.9908901
bradi2g34900.1	bradi5g16510.1	0.9866381
bradi2g34900.1	bradi5g16720.1	0.9855622
bradi2g34900.1	bradi5g22200.3	0.9828857
bradi2g34900.1	bradi3g02227.1	0.9856529
bradi2g34900.1	bradi3g26680.1	0.9826142
bradi2g34900.1	bradi3g29790.1	0.980564
bradi2g34900.1	bradi3g39560.1	0.9847782
bradi2g34900.1	bradi3g42890.1	0.9867997
bradi2g34900.1	bradi3g46420.2	0.9837052
bradi2g34900.1	bradi3g50230.1	0.9885373
bradi2g34900.1	bradi3g53130.1	0.9805642
bradi2g34900.1	bradi3g57420.1	0.9881922
